year,country_origin_id,country_destination_id,hs92_product_id,import_val,import_val_pct
2017,BLR,ALL,7108,184206,0.000056%
2017,BLX,ALL,7108,1161841329.6,0.35%
2017,CHE,ALL,7108,70887298510.8,21%
2017,CZE,ALL,7108,242547751.01,0.073%
2017,DEU,ALL,7108,5219626277.24,1.6%
2017,DNK,ALL,7108,27873115.41,0.0084%
2017,ESP,ALL,7108,258701030.42,0.078%
2017,EST,ALL,7108,67683327.85,0.020%
2017,FIN,ALL,7108,35749193.96,0.011%
2017,FRA,ALL,7108,1400715983.69,0.42%
2017,GBR,ALL,7108,34258819566.27,10%
2017,GIB,ALL,7108,8291,0.0000025%
2017,GRC,ALL,7108,10150275.78,0.0031%
2017,HRV,ALL,7108,5799600.92,0.0018%
2017,HUN,ALL,7108,27765843.65,0.0084%
2017,IRL,ALL,7108,48987483.92,0.015%
2017,ISL,ALL,7108,359609.07,0.00011%
2017,ITA,ALL,7108,3636293567.51,1.1%
2017,LTU,ALL,7108,20120234.94,0.0061%
2017,LVA,ALL,7108,13628506.05,0.0041%
2017,MDA,ALL,7108,101893.7,0.000031%
2017,MLT,ALL,7108,8145685,0.0025%
2017,NLD,ALL,7108,1173844604.89,0.35%
2017,NOR,ALL,7108,7390973.13,0.0022%
2017,POL,ALL,7108,216671440.99,0.065%
2017,PRT,ALL,7108,53786027.44,0.016%
2017,ROU,ALL,7108,28700280,0.0087%
2017,RUS,ALL,7108,4257555.58,0.0013%
2017,SRB,ALL,7108,346384.72,0.00010%
2017,SVK,ALL,7108,74341826.21,0.022%
2017,SVN,ALL,7108,50302610,0.015%
2017,SWE,ALL,7108,63094545.73,0.019%
2017,UKR,ALL,7108,16362115.29,0.0049%
2017,ABW,ALL,7108,6509439.82,0.0020%
2017,BHS,ALL,7108,35529116,0.011%
2017,BMU,ALL,7108,1151485.89,0.00035%
2017,BRB,ALL,7108,2632.93,8.0e-7%
2017,CAN,ALL,7108,5453648106.67,1.6%
2017,CRI,ALL,7108,13406331,0.0041%
2017,CUW,ALL,7108,821735,0.00025%
2017,CYM,ALL,7108,10530287,0.0032%
2017,DOM,ALL,7108,38559814.1,0.012%
2017,GTM,ALL,7108,1574889,0.00048%
2017,HND,ALL,7108,6415,0.0000019%
2017,MAF,ALL,7108,17335,0.0000052%
2017,MEX,ALL,7108,112428883.04,0.034%
2017,NIC,ALL,7108,408572,0.00012%
2017,PAN,ALL,7108,8376407,0.0025%
2017,TTO,ALL,7108,286749,0.000087%
2017,USA,ALL,7108,11082965569.97,3.3%
2017,VGB,ALL,7108,2215277,0.00067%
2017,ASM,ALL,7108,2215855,0.00067%
2017,AUS,ALL,7108,4272761103.3,1.3%
2017,FJI,ALL,7108,3428.17,0.0000010%
2017,NCL,ALL,7108,58555,0.000018%
2017,NZL,ALL,7108,34145115.64,0.010%
2017,PLW,ALL,7108,1348,4.1e-7%
2017,PYF,ALL,7108,263967,0.000080%
2017,VUT,ALL,7108,17265,0.0000052%
2017,ARG,ALL,7108,983548,0.00030%
2017,BOL,ALL,7108,35557880.15,0.011%
2017,BRA,ALL,7108,3663607.75,0.0011%
2017,CHL,ALL,7108,90373.66,0.000027%
2017,COL,ALL,7108,12386,0.0000037%
2017,ECU,ALL,7108,51532,0.000016%
2017,PER,ALL,7108,597488,0.00018%
2017,SUR,ALL,7108,386639,0.00012%
2017,URY,ALL,7108,2576045,0.00078%



2016,AGO,ALL,7108,50709,0.000015%
2016,BEN,ALL,7108,10733,0.0000031%
2016,BFA,ALL,7108,17806,0.0000051%
2016,CIV,ALL,7108,44189889,0.013%
2016,DJI,ALL,7108,250951,0.000073%
2016,DZA,ALL,7108,313472.05,0.000091%
2016,EGY,ALL,7108,63000454.36,0.018%
2016,ETH,ALL,7108,6345169,0.0018%
2016,GHA,ALL,7108,5404952,0.0016%
2016,KEN,ALL,7108,37240630,0.011%
2016,MAR,ALL,7108,9992313.03,0.0029%
2016,MDG,ALL,7108,348782,0.00010%
2016,MLI,ALL,7108,4984,0.0000014%
2016,MOZ,ALL,7108,225555,0.000065%
2016,MRT,ALL,7108,3473,0.0000010%
2016,MUS,ALL,7108,30648871.97,0.0089%
2016,NGA,ALL,7108,895633.14,0.00026%
2016,SDN,ALL,7108,780122,0.00023%
2016,SEN,ALL,7108,1774249.62,0.00051%
2016,SOM,ALL,7108,730758,0.00021%
2016,SYC,ALL,7108,40038.38,0.000012%
2016,TUN,ALL,7108,14867955.42,0.0043%
2016,TZA,ALL,7108,3102444,0.00090%
2016,UGA,ALL,7108,305146,0.000088%
2016,ZAF,ALL,7108,4264360263.85,1.2%
2016,ZMB,ALL,7108,5303028,0.0015%
2016,ZWE,ALL,7108,1032863,0.00030%
2016,AFG,ALL,7108,68656294,0.020%
2016,ARE,ALL,7108,27421646756.25,7.9%
2016,ARM,ALL,7108,21753258.89,0.0063%
2016,AZE,ALL,7108,21851465,0.0063%
2016,BGD,ALL,7108,306639881,0.089%
2016,BHR,ALL,7108,214047241.7,0.062%
2016,BRN,ALL,7108,318914,0.000092%
2016,BTN,ALL,7108,789687,0.00023%
2016,CHN,ALL,7108,51233656519,15%
2016,CYP,ALL,7108,12554245.93,0.0036%
2016,GEO,ALL,7108,1313814,0.00038%
2016,HKG,ALL,7108,29887618548.69,8.6%
2016,IDN,ALL,7108,805926854.74,0.23%
2016,IND,ALL,7108,22926787654.95,6.6%
2016,IRN,ALL,7108,1351085177,0.39%
2016,IRQ,ALL,7108,189519556,0.055%
2016,ISR,ALL,7108,5635996.54,0.0016%
2016,JOR,ALL,7108,405213150.69,0.12%
2016,JPN,ALL,7108,332043955.66,0.096%
2016,KAZ,ALL,7108,10923531.59,0.0032%
2016,KGZ,ALL,7108,168663,0.000049%
2016,KHM,ALL,7108,584533832.37,0.17%
2016,KOR,ALL,7108,1149770120.47,0.33%
2016,KWT,ALL,7108,328431773.24,0.095%
2016,LAO,ALL,7108,137617471.7,0.040%
2016,LBN,ALL,7108,1052108405.72,0.30%
2016,LKA,ALL,7108,367730347.48,0.11%
2016,MAC,ALL,7108,9338139.92,0.0027%
2016,MDV,ALL,7108,8000,0.0000023%
2016,MMR,ALL,7108,11609555,0.0034%
2016,MNG,ALL,7108,10859.03,0.0000031%
2016,MYS,ALL,7108,2308008720.83,0.67%
2016,NPL,ALL,7108,188449899,0.054%
2016,OMN,ALL,7108,600176286.71,0.17%
2016,PAK,ALL,7108,26153031.37,0.0076%
2016,PHL,ALL,7108,149350813.45,0.043%
2016,PSE,ALL,7108,25173,0.0000073%
2016,QAT,ALL,7108,183333055.52,0.053%
2016,SAU,ALL,7108,2177055873.06,0.63%
2016,SGP,ALL,7108,5083227432.72,1.5%
2016,SYR,ALL,7108,20392399,0.0059%
2016,THA,ALL,7108,5111919425.58,1.5%
2016,TJK,ALL,7108,2019655,0.00058%
2016,TUR,ALL,7108,6482499831.02,1.9%
2016,UZB,ALL,7108,4690,0.0000014%
2016,VNM,ALL,7108,98797175,0.029%
2016,XXB,ALL,7108,1455060134.7,0.42%
2016,YEM,ALL,7108,3956485,0.0011%
2016,ALB,ALL,7108,8912763,0.0026%
2016,AND,ALL,7108,18047560,0.0052%
2016,AUT,ALL,7108,1642099874.13,0.47%
2016,BGR,ALL,7108,32045710.56,0.0093%
2016,BIH,ALL,7108,23254.28,0.0000067%
2016,BLR,ALL,7108,4128932,0.0012%
2016,BLX,ALL,7108,1168588759.92,0.34%
2016,CHE,ALL,7108,87157652122.77,25%
2016,CZE,ALL,7108,187404437.83,0.054%
2016,DEU,ALL,7108,4596486866.98,1.3%
2016,DNK,ALL,7108,28341613.27,0.0082%
2016,ESP,ALL,7108,266357520.36,0.077%
2016,EST,ALL,7108,70810376.86,0.020%
2016,FIN,ALL,7108,34835571.66,0.010%
2016,FRA,ALL,7108,1404702468.72,0.41%
2016,GBR,ALL,7108,50042834637.71,14%
2016,GRC,ALL,7108,8874549.21,0.0026%
2016,HRV,ALL,7108,9461408.48,0.0027%
2016,HUN,ALL,7108,28564726.55,0.0083%
2016,IRL,ALL,7108,34144208.45,0.0099%
2016,ISL,ALL,7108,245423.57,0.000071%
2016,ITA,ALL,7108,3785470161.66,1.1%
2016,LTU,ALL,7108,57562325.33,0.017%
2016,LVA,ALL,7108,26518819.46,0.0077%
2016,MDA,ALL,7108,14208,0.0000041%
2016,MLT,ALL,7108,13524157.18,0.0039%
2016,MNE,ALL,7108,12445.25,0.0000036%
2016,NLD,ALL,7108,1194473839.71,0.35%
2016,NOR,ALL,7108,5327375.56,0.0015%
2016,POL,ALL,7108,110338739.87,0.032%
2016,PRT,ALL,7108,60375563.15,0.017%
2016,ROU,ALL,7108,33805689,0.0098%
2016,RUS,ALL,7108,37660666.93,0.011%
2016,SRB,ALL,7108,654849.5,0.00019%
2016,SVK,ALL,7108,83772715.21,0.024%
2016,SVN,ALL,7108,37445083.34,0.011%
2016,SWE,ALL,7108,71765619.23,0.021%
2016,UKR,ALL,7108,9221616,0.0027%
2016,ABW,ALL,7108,173540.08,0.000050%
2016,ATG,ALL,7108,3225,9.3e-7%
2016,BHS,ALL,7108,309938,0.000090%
2016,BLZ,ALL,7108,12367,0.0000036%
2016,BMU,ALL,7108,629586.36,0.00018%
2016,BRB,ALL,7108,3969,0.0000011%
2016,CAN,ALL,7108,5838209206.13,1.7%
2016,CRI,ALL,7108,3079056.97,0.00089%
2016,CUW,ALL,7108,10773,0.0000031%
2016,CYM,ALL,7108,74580081,0.022%
2016,DOM,ALL,7108,40037277.24,0.012%
2016,GRD,ALL,7108,2456,7.1e-7%
2016,GRL,ALL,7108,1085.95,3.1e-7%
2016,GTM,ALL,7108,1690783.77,0.00049%
2016,HND,ALL,7108,31065.32,0.0000090%
2016,KNA,ALL,7108,8834,0.0000026%
2016,LCA,ALL,7108,8086,0.0000023%
2016,MAF,ALL,7108,401373,0.00012%
2016,MEX,ALL,7108,155719232.06,0.045%
2016,NIC,ALL,7108,58877,0.000017%
2016,PAN,ALL,7108,13854838.34,0.0040%
2016,TTO,ALL,7108,5528977,0.0016%
2016,USA,ALL,7108,15614749920.37,4.5%
2016,VGB,ALL,7108,2708883,0.00078%
2016,AUS,ALL,7108,4539540289.98,1.3%
2016,COK,ALL,7108,22556,0.0000065%
2016,FJI,ALL,7108,5355,0.0000015%
2016,FSM,ALL,7108,2550,7.4e-7%
2016,GUM,ALL,7108,91381,0.000026%
2016,NCL,ALL,7108,50479,0.000015%
2016,NZL,ALL,7108,58751311.86,0.017%
2016,PNG,ALL,7108,11441,0.0000033%
2016,PYF,ALL,7108,191078,0.000055%
2016,VUT,ALL,7108,30729,0.0000089%
2016,WSM,ALL,7108,4254,0.0000012%
2016,ARG,ALL,7108,25287,0.0000073%
2016,BOL,ALL,7108,38840865.43,0.011%
2016,BRA,ALL,7108,6069475.52,0.0018%
2016,CHL,ALL,7108,672160.71,0.00019%
2016,COL,ALL,7108,1177248.06,0.00034%
2016,ECU,ALL,7108,7512,0.0000022%
2016,GUY,ALL,7108,2809,8.1e-7%
2016,PER,ALL,7108,916534.74,0.00026%
2016,SUR,ALL,7108,615152.95,0.00018%
2016,URY,ALL,7108,1668,4.8e-7%


2015,BEN,ALL,7108,88010,0.000029%
2015,CAF,ALL,7108,2880441,0.00094%
2015,CIV,ALL,7108,63975,0.000021%
2015,EGY,ALL,7108,181414562.74,0.059%
2015,ETH,ALL,7108,160556,0.000052%
2015,GHA,ALL,7108,303653785,0.099%
2015,LBY,ALL,7108,788034,0.00026%
2015,MAR,ALL,7108,11031623.49,0.0036%
2015,MDG,ALL,7108,5650,0.0000018%
2015,MLI,ALL,7108,7564,0.0000025%
2015,MUS,ALL,7108,21302025.69,0.0069%
2015,NGA,ALL,7108,36714,0.000012%
2015,SDN,ALL,7108,5992,0.0000019%
2015,SEN,ALL,7108,850883.41,0.00028%
2015,SYC,ALL,7108,49755.47,0.000016%
2015,TCD,ALL,7108,138483,0.000045%
2015,TUN,ALL,7108,13074983.79,0.0042%
2015,TZA,ALL,7108,2052,6.7e-7%
2015,UGA,ALL,7108,1009606,0.00033%
2015,ZAF,ALL,7108,1904633262.08,0.62%
2015,ZMB,ALL,7108,12465,0.0000041%
2015,ZWE,ALL,7108,57829,0.000019%
2015,ARE,ALL,7108,12791915962,4.2%
2015,ARM,ALL,7108,23705330.24,0.0077%
2015,AZE,ALL,7108,1954255.48,0.00064%
2015,BGD,ALL,7108,529808,0.00017%
2015,BHR,ALL,7108,312167681,0.10%
2015,BRN,ALL,7108,145757841.48,0.047%
2015,CHN,ALL,7108,65842360054,21%
2015,CYP,ALL,7108,8430659.83,0.0027%
2015,GEO,ALL,7108,36100.96,0.000012%
2015,HKG,ALL,7108,39134540905.6,13%
2015,IDN,ALL,7108,507207808,0.16%
2015,IND,ALL,7108,35381784655.3,11%
2015,IRN,ALL,7108,511890371,0.17%
2015,IRQ,ALL,7108,38599566,0.013%
2015,ISR,ALL,7108,5173832.66,0.0017%
2015,JOR,ALL,7108,798140779.19,0.26%
2015,JPN,ALL,7108,441334275.95,0.14%
2015,KAZ,ALL,7108,102178,0.000033%
2015,KGZ,ALL,7108,17373333.33,0.0056%
2015,KHM,ALL,7108,949232314.82,0.31%
2015,KOR,ALL,7108,1373189329.84,0.45%
2015,KWT,ALL,7108,656632801.41,0.21%
2015,LAO,ALL,7108,162600708,0.053%
2015,LBN,ALL,7108,206353256,0.067%
2015,LKA,ALL,7108,41046281.95,0.013%
2015,MAC,ALL,7108,23585032,0.0077%
2015,MDV,ALL,7108,7109,0.0000023%
2015,MMR,ALL,7108,23690938,0.0077%
2015,MNG,ALL,7108,16590,0.0000054%
2015,MYS,ALL,7108,2776643834.53,0.90%
2015,NPL,ALL,7108,169969947,0.055%
2015,OMN,ALL,7108,428547411.31,0.14%
2015,PAK,ALL,7108,25875882.65,0.0084%
2015,PHL,ALL,7108,199044694.56,0.065%
2015,QAT,ALL,7108,255683624.8,0.083%
2015,SAU,ALL,7108,5283131032.17,1.7%
2015,SGP,ALL,7108,5288524460.78,1.7%
2015,THA,ALL,7108,6339065489.67,2.1%
2015,TJK,ALL,7108,37690924,0.012%
2015,TKM,ALL,7108,13101,0.0000043%
2015,TUR,ALL,7108,3565464774.11,1.2%
2015,VNM,ALL,7108,140936264.87,0.046%
2015,XXB,ALL,7108,1629321952.83,0.53%
2015,YEM,ALL,7108,143642632,0.047%
2015,ALB,ALL,7108,6866596,0.0022%
2015,AND,ALL,7108,3773288,0.0012%
2015,AUT,ALL,7108,2143843781.25,0.70%
2015,BGR,ALL,7108,32744593.76,0.011%
2015,BIH,ALL,7108,88636,0.000029%
2015,BLR,ALL,7108,2891683,0.00094%
2015,BLX,ALL,7108,974196979.24,0.32%
2015,CHE,ALL,7108,72684538217.5,24%
2015,CZE,ALL,7108,218628301.12,0.071%
2015,DEU,ALL,7108,4151752084.18,1.3%
2015,DNK,ALL,7108,17863021.36,0.0058%
2015,ESP,ALL,7108,217194644.54,0.071%
2015,EST,ALL,7108,57113924.38,0.019%
2015,FIN,ALL,7108,27562767.9,0.0090%
2015,FRA,ALL,7108,1233335309.72,0.40%
2015,GBR,ALL,7108,11763390245.7,3.8%
2015,GIB,ALL,7108,12841,0.0000042%
2015,GRC,ALL,7108,11716199.22,0.0038%
2015,HRV,ALL,7108,8754229.27,0.0028%
2015,HUN,ALL,7108,34754778.02,0.011%
2015,IRL,ALL,7108,24957774.9,0.0081%
2015,ISL,ALL,7108,187125.6,0.000061%
2015,ITA,ALL,7108,4009049217.13,1.3%
2015,LTU,ALL,7108,63060158.84,0.020%
2015,LVA,ALL,7108,29402959.77,0.0096%
2015,MDA,ALL,7108,44887,0.000015%
2015,MKD,ALL,7108,90304.5,0.000029%
2015,MLT,ALL,7108,22831945.66,0.0074%
2015,MNE,ALL,7108,7301.96,0.0000024%
2015,NLD,ALL,7108,868855754.62,0.28%
2015,NOR,ALL,7108,7353898.58,0.0024%
2015,POL,ALL,7108,75969158.35,0.025%
2015,PRT,ALL,7108,40297016.01,0.013%
2015,ROU,ALL,7108,27152792,0.0088%
2015,RUS,ALL,7108,259826487.01,0.084%
2015,SMR,ALL,7108,3947,0.0000013%
2015,SRB,ALL,7108,409395.41,0.00013%
2015,SVK,ALL,7108,50490783.23,0.016%
2015,SVN,ALL,7108,35002164.22,0.011%
2015,SWE,ALL,7108,53720819.48,0.017%
2015,UKR,ALL,7108,22924832.29,0.0074%
2015,ABW,ALL,7108,26229,0.0000085%
2015,BHS,ALL,7108,583410.51,0.00019%
2015,BLZ,ALL,7108,18384,0.0000060%
2015,BMU,ALL,7108,54388.4,0.000018%
2015,BRB,ALL,7108,15000,0.0000049%
2015,CAN,ALL,7108,6616950524.02,2.2%
2015,CRI,ALL,7108,15549634.38,0.0051%
2015,CUW,ALL,7108,5579,0.0000018%
2015,CYM,ALL,7108,87279066,0.028%
2015,DOM,ALL,7108,45085063.18,0.015%
2015,GRL,ALL,7108,2504,8.1e-7%
2015,GTM,ALL,7108,719418.14,0.00023%
2015,HND,ALL,7108,2728,8.9e-7%
2015,LCA,ALL,7108,2670,8.7e-7%
2015,MAF,ALL,7108,1958584,0.00064%
2015,MEX,ALL,7108,194014163.59,0.063%
2015,NIC,ALL,7108,331405,0.00011%
2015,PAN,ALL,7108,90818916.11,0.030%
2015,TTO,ALL,7108,498665,0.00016%
2015,USA,ALL,7108,10365043635.5,3.4%
2015,VGB,ALL,7108,22421224,0.0073%
2015,AUS,ALL,7108,2941664851.43,0.96%
2015,COK,ALL,7108,1701,5.5e-7%
2015,FJI,ALL,7108,2182.12,7.1e-7%
2015,GUM,ALL,7108,4430,0.0000014%
2015,NCL,ALL,7108,284832.85,0.000093%
2015,NZL,ALL,7108,18061940.67,0.0059%
2015,PYF,ALL,7108,188897.15,0.000061%
2015,VUT,ALL,7108,22170,0.0000072%
2015,WSM,ALL,7108,5139,0.0000017%
2015,ARG,ALL,7108,145351,0.000047%
2015,BOL,ALL,7108,39894546.1,0.013%
2015,BRA,ALL,7108,3680295.68,0.0012%
2015,CHL,ALL,7108,1750313.34,0.00057%
2015,COL,ALL,7108,13303.28,0.0000043%
2015,ECU,ALL,7108,16495,0.0000054%
2015,GUY,ALL,7108,1228,4.0e-7%
2015,PER,ALL,7108,45593.98,0.000015%
2015,SUR,ALL,7108,290625,0.000094%
2015,URY,ALL,7108,5464,0.0000018%



2014,BFA,ALL,7108,10630.84,0.0000033%
2014,CIV,ALL,7108,174385,0.000054%
2014,COD,ALL,7108,14340,0.0000045%
2014,DZA,ALL,7108,14294704.44,0.0044%
2014,EGY,ALL,7108,858780181.92,0.27%
2014,GHA,ALL,7108,428826172,0.13%
2014,GMB,ALL,7108,1190922,0.00037%
2014,GNQ,ALL,7108,3759,0.0000012%
2014,LBY,ALL,7108,12520730,0.0039%
2014,MAR,ALL,7108,34104108.51,0.011%
2014,MDG,ALL,7108,1266,3.9e-7%
2014,MRT,ALL,7108,6555,0.0000020%
2014,MUS,ALL,7108,23567999.17,0.0073%
2014,NGA,ALL,7108,49659,0.000015%
2014,SDN,ALL,7108,3441,0.0000011%
2014,SEN,ALL,7108,903077.98,0.00028%
2014,SYC,ALL,7108,167297,0.000052%
2014,TUN,ALL,7108,8867758,0.0028%
2014,TZA,ALL,7108,1400,4.4e-7%
2014,ZAF,ALL,7108,2166378000.48,0.67%
2014,ZMB,ALL,7108,34769,0.000011%
2014,AFG,ALL,7108,100000,0.000031%
2014,ARE,ALL,7108,9860129432,3.1%
2014,ARM,ALL,7108,143724195.32,0.045%
2014,AZE,ALL,7108,459178108.15,0.14%
2014,BGD,ALL,7108,52517860,0.016%
2014,BHR,ALL,7108,275490906,0.086%
2014,BRN,ALL,7108,198462197,0.062%
2014,CHN,ALL,7108,63895327374.1,20%
2014,CYP,ALL,7108,2071819.52,0.00064%
2014,GEO,ALL,7108,44328,0.000014%
2014,HKG,ALL,7108,53455083171.2,17%
2014,IDN,ALL,7108,33735165.55,0.010%
2014,IND,ALL,7108,31112064314,9.7%
2014,IRN,ALL,7108,266131429,0.083%
2014,IRQ,ALL,7108,3258269,0.0010%
2014,ISR,ALL,7108,6193073.49,0.0019%
2014,JOR,ALL,7108,540002873.93,0.17%
2014,JPN,ALL,7108,732751720.53,0.23%
2014,KAZ,ALL,7108,388836.9,0.00012%
2014,KGZ,ALL,7108,25123803,0.0078%
2014,KHM,ALL,7108,470659135,0.15%
2014,KOR,ALL,7108,1472290688.25,0.46%
2014,KWT,ALL,7108,739596219.6,0.23%
2014,LAO,ALL,7108,70909326,0.022%
2014,LBN,ALL,7108,658691396.73,0.20%
2014,LKA,ALL,7108,11707919.83,0.0036%
2014,MAC,ALL,7108,19691702.69,0.0061%
2014,MMR,ALL,7108,29540,0.0000092%
2014,MYS,ALL,7108,3171384146.76,0.99%
2014,NPL,ALL,7108,248863981,0.077%
2014,OMN,ALL,7108,218616694.41,0.068%
2014,PAK,ALL,7108,28461998.87,0.0089%
2014,PHL,ALL,7108,282025094.59,0.088%
2014,QAT,ALL,7108,267550538.65,0.083%
2014,SAU,ALL,7108,2716499104,0.85%
2014,SGP,ALL,7108,4769614310.24,1.5%
2014,THA,ALL,7108,6068685971.42,1.9%
2014,TJK,ALL,7108,112517453,0.035%
2014,TKM,ALL,7108,27011,0.0000084%
2014,TUR,ALL,7108,7511169397.84,2.3%
2014,VNM,ALL,7108,136636132.92,0.043%
2014,XXB,ALL,7108,1587790284,0.49%
2014,YEM,ALL,7108,197687679,0.062%
2014,ALB,ALL,7108,4492361,0.0014%
2014,AND,ALL,7108,23737577.83,0.0074%
2014,AUT,ALL,7108,1852255809.49,0.58%
2014,BGR,ALL,7108,32823152.52,0.010%
2014,BIH,ALL,7108,75427.14,0.000023%
2014,BLR,ALL,7108,8284315,0.0026%
2014,BLX,ALL,7108,924511872.18,0.29%
2014,CHE,ALL,7108,73080646529.9,23%
2014,CZE,ALL,7108,287656786.74,0.090%
2014,DEU,ALL,7108,4868455938.27,1.5%
2014,DNK,ALL,7108,17672466.42,0.0055%
2014,ESP,ALL,7108,297045667.16,0.092%
2014,EST,ALL,7108,81856878.46,0.025%
2014,FIN,ALL,7108,32705639.42,0.010%
2014,FRA,ALL,7108,1181639801.2,0.37%
2014,GBR,ALL,7108,11922899614.5,3.7%
2014,GIB,ALL,7108,89560,0.000028%
2014,GRC,ALL,7108,7247444.17,0.0023%
2014,HRV,ALL,7108,31292702.5,0.0097%
2014,HUN,ALL,7108,30370952.88,0.0095%
2014,IRL,ALL,7108,8276144.42,0.0026%
2014,ISL,ALL,7108,310446.34,0.000097%
2014,ITA,ALL,7108,4792789244.57,1.5%
2014,LTU,ALL,7108,8592318.71,0.0027%
2014,LVA,ALL,7108,30591902.38,0.0095%
2014,MDA,ALL,7108,30882.17,0.0000096%
2014,MKD,ALL,7108,4594,0.0000014%
2014,MLT,ALL,7108,16096761.8,0.0050%
2014,NLD,ALL,7108,798544166.8,0.25%
2014,NOR,ALL,7108,13444531.91,0.0042%
2014,POL,ALL,7108,96215655.52,0.030%
2014,PRT,ALL,7108,58614730.82,0.018%
2014,ROU,ALL,7108,23794306,0.0074%
2014,RUS,ALL,7108,260791380.52,0.081%
2014,SMR,ALL,7108,12802,0.0000040%
2014,SRB,ALL,7108,195879.84,0.000061%
2014,SVK,ALL,7108,76916845.44,0.024%
2014,SVN,ALL,7108,25639620.76,0.0080%
2014,SWE,ALL,7108,49855930.42,0.016%
2014,UKR,ALL,7108,230776578.79,0.072%
2014,ABW,ALL,7108,62822.77,0.000020%
2014,ATG,ALL,7108,4213,0.0000013%
2014,BHS,ALL,7108,150416.42,0.000047%
2014,BMU,ALL,7108,71782.82,0.000022%
2014,BRB,ALL,7108,2811.11,8.7e-7%
2014,CAN,ALL,7108,7973344840.95,2.5%
2014,CRI,ALL,7108,9648935,0.0030%
2014,CUB,ALL,7108,301404,0.000094%
2014,CUW,ALL,7108,506128,0.00016%
2014,CYM,ALL,7108,5691457,0.0018%
2014,DOM,ALL,7108,41768585.09,0.013%
2014,GRL,ALL,7108,4792,0.0000015%
2014,GTM,ALL,7108,847414.11,0.00026%
2014,HND,ALL,7108,78305.66,0.000024%
2014,LCA,ALL,7108,4184,0.0000013%
2014,MAF,ALL,7108,1124713,0.00035%
2014,MEX,ALL,7108,100436378.34,0.031%
2014,NIC,ALL,7108,2526,7.9e-7%
2014,PAN,ALL,7108,13373734.31,0.0042%
2014,SLV,ALL,7108,242884,0.000076%
2014,TTO,ALL,7108,3602031,0.0011%
2014,USA,ALL,7108,13091666560.3,4.1%
2014,VGB,ALL,7108,44593,0.000014%
2014,AUS,ALL,7108,3506203725.17,1.1%
